상품ID,상품명,노출수,클릭수,클릭율,CPC적용수수료,CPC클릭당수수료
20250829_CS_LV_OT_0009,여행 미서부패키지여행 그렌드캐년 그렌드캐년 금문교 직항 서부 대한항공 코카콜라스토어 8대캐,2,0,0.0,0,0.0
20250901_LSR_DANA_OMKTF_0013,10월 여행 날씨 항공권 베트남 동남아 다낭 직항,2,0,0.0,0,0.0
20250829_KTM__HONGKONG_CMK_0008,홍콩 항공권 비행시간 마카오 여행 패키지 날씨 호텔,1,0,0.0,0,0.0
20250829_LSR_BANGK_MSMW_0003,방콕 가을 해외 9월 추석연휴 리조트 항공권 태국,1,0,0.0,0,0.0
20250829_CS_SA4C_ML_0007,남미일주 투어 아르헨티나 브라질 볼리비아 페루 마추픽추 파타고니아 대한항공 국적기 일정,1,0,0.0,0,0.0
20250829_LDW_SAIPAN_MKL_0006,사이판 타포차우 가족 패키지 항공권 그로토 여행 마나가하섬,1,0,0.0,0,0.0
20250901_LSR_PHUQU_MKLKSH_0007,푸꾸옥 호핑투어 야경 야시장 자유 해외 휴양 날씨 여행,19,0,0.0,0,0.0
20250829_CS_HL_OT_0016,하외이 진주만 애리조나기념관 와이케키 인쳔출발 아시아나항공 졸업여행,4,0,0.0,0,0.0
20250901_LSR_HANOI_DMKTF_0013,12월 여행 항공권 하노이 하롱베이 직항 해외 날씨,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0042,1월 호주 시드니 6박7일 투어 여행 패키지 가족,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0015,하와이 와이키키 진주만 애리조나기념관 이올라니궁전 효도여행 패키지,3,0,0.0,0,0.0
20250901_LSR_DANA_OMKTF_0014,10월 베트남 항공권 일정 여행 날씨 다낭 해외,1,0,0.0,0,0.0
20250901_LSR_NHATR_OMKTF_0009,10월 패키지 3박5일 항공권 직항 리조트 여행 동남아,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_NMKTF_0006,11월 3박5일 코타키나발루 말레이시아 일정 리조트,1,0,0.0,0,0.0
20250902_LSR_VANGV_MKLKLO_0003,방비엥 카약 트레킹 야경 체험 동남아 요가 해외 일정 리조트 날씨 열기구,1,0,0.0,0,0.0
20250829_LDW_QZT_SNM_0007,뉴질랜드 명소 퀸즈타운 패키지 효도여행 패키지 하나투어,1,0,0.0,0,0.0
20250902_LSR_OSAK_MRR_0005,일본여행 날씨 항공권 오사카 유니버셜스튜디오 패키지,2,0,0.0,0,0.0
20250829_CS_LA_DMK_0005,로스앤젤레스 패키지 8박10일 하반기 여행 직항 인천출발 대한항공,1,0,0.0,0,0.0
20250829_LSR_BANGK_MMK_0020,방콕 패키지 날씨 추석연휴 해외 리조트 직항 여행,1,0,0.0,0,0.0
20250902_LSR_OSAK_MKLKLO_0003,오사카 여행 항공권 리조트 우메다 온천 일정 간사이공항 에어텔 교토 날씨,1,0,0.0,0,0.0
20250902_LSR_OSAK_OMKRT_0005,10월 일본 패키지 유니버셜스튜디오 오사카 여행 직항,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MKLKLO_0017,후쿠오카 커플여행 일본여행 교토 여행 리조트 에어텔 간사이공항 교토 날씨,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0016,하와이 와이키키 다이아몬드헤드 하나우마베이 패키지 인천출발 여행,1,0,0.0,0,0.0
20250829_KTM__SWISS_CMK_0012,스위스 비행시간 취리히 서유럽 숙소 직항 관광 여행,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MRFIV_0016,일본여행 날씨 해외 여행 캐널시티하카타 오사카 항공권,1,0,0.0,0,0.0
20250829_CS_LA_GPT_0018,로스앤젤레스 산타모니카피어 베니스비치 월트디즈니 투어,1,0,0.0,0,0.0
20250829_KTM__HONGKONG_DMK_0035,12월 항공권 여행 날씨 직항 패키지 관광 비행시간,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_NMKTF_0018,11월 직항 항공권 여행 리조트 코타키나발루 날씨,1,0,0.0,0,0.0
20250829_KTM__SWISS_DMK_0078,12월 패키지 숙소 9박11일 스위스 취리히 서유럽,1,0,0.0,0,0.0
20250829_KTM__FRANCE_DMK_0016,11월 관광 가격 노르망디 날씨 파리 여행 프랑스 패키지,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_ML_0008,호주 해변 홈쇼핑 여행 호텔 투어 일정 인천출발 패키지 가족 6박7일 6박7일 여행사,1,0,0.0,0,0.0
20250829_KTM_FRANCE_ML_0015,프랑스 관광 가볼만한곳 가을 향수공방체험 부르기뇽 비행시간 노르망디 숙소,2,0,0.0,0,0.0
20250829_KTM_SPAINPORTU_ML_0002,스페인 포르투갈 직항 가을철 마드리드 파티마 특가 항공권 리스본 숙소,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0009,하와이 인천출발 패키지 와이키키 알로하타워 진주만 졸업여행,3,0,0.0,0,0.0
20250901_LSR_DANA_NMKTF_0020,11월 날씨 직항 항공권 베트남 다낭 여행 해외 일정,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_MKRP_0003,코타키나발루 말레이시아 직항 패키지 날씨 동남아 해외,1,0,0.0,0,0.0
20250829_LDW_QZT_SNM_0011,뉴질랜드 하나투어 패키지 퀸즈타운 명소 패키지 효도여행,1,0,0.0,0,0.0
20250829_KTM__FRANCE_DMK_0001,11월 날씨 노르망디 프랑스 여행 항공권 직항 비행시간,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MMK_0001,후쿠오카 오사카 날씨 직항 여행 일본여행 항공권 해외,1,0,0.0,0,0.0
20250829_LSR_SINGAP_OMKTF_0017,10월 여행 날씨 해외 3박5일 항공권 싱가포르,1,0,0.0,0,0.0
20250829_LDW_GUAM_MKL_0015,괌 사이판 리조트 라떼스톤공원 PIC 여행 추석 패키지,1,0,0.0,0,0.0
20250902_LSR_VANGV_MKR_0011,방비엥 동남아 남송강 여행 해외 직항 라오스 항공권,1,0,0.0,0,0.0
20250829_LDW_QZT_SNK_0013,퀸즈타운 하나투어 여행 여름 뉴질랜드 휴일 패키지,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_GPT_0001,호주 시드니 여행패키지 3박4일 항공 호텔 포함,1,0,0.0,0,0.0
20250902_LSR_BEPP_OMKRT_0009,10월 다케산 해외 일본여행 리조트 벳부 온천 직항,1,0,0.0,0,0.0
20250829_CS_HL_MKL_0002,코코헤드 선셋비치 할로나블로우홀 진주만 하와이 패키지 아시아나항공 해외여행,1,0,0.0,0,0.0
20250829_LDW_GUAM_DMK_0037,11월 추석 PIC 괌 리조트,1,0,0.0,0,0.0
20250901_LSR_BALI_MKLKLO_0008,발리 관광지 직항 야경 항공권 호핑투어 우붓시장 해외 비치 동남아 날씨,1,0,0.0,0,0.0
20250829_CS_NY_GPT_0019,뉴욕 록펠러센터 자유의여신상 모마미술관 여행,1,0,0.0,0,0.0
20250902_LSR_OSAK_MRRRR_0020,일본여행 도톤보리 유니버셜스튜디오 패키지 오사카,2,0,0.0,0,0.0
20250829_KTM__ENGLAND_DMK_0054,12월 관광 런던 항공권 패키지 직항 가격 날씨,1,0,0.0,0,0.0
20250829_LDW_GUAM_MKL_0008,괌 패키지 사이판 추석 투몬베이 여행 파쉬아이해중전망대,1,0,0.0,0,0.0
20250829_CS_NY_DMK_0001,뉴욕 여행 8박10일 2026년 가을 미국동부여행 패키지 국적기 대한항공 아시아나항공,1,0,0.0,0,0.0
20250902_LSR_OSAK_MKLKSH_0013,오사카 간사이공항 교토 날씨 리조트 나라 일정 항공권,1,0,0.0,0,0.0
20250901_LSR_HANOI_DMKTF_0009,12월 하노이 하롱베이 항공권 일정 해외 리조트,1,0,0.0,0,0.0
20250829_KTM__MAKAO_CMK_0011,마카오 날씨 패키지 홍콩 항공권 여행 직항 비행시간,2,0,0.0,0,0.0
20250829_CS_SA4C_ML_0011,남미핵심일주 패키지 아르헨티나 브라질 볼리비아 페루 마추픽추 우유니소금사막 항공 투어,1,0,0.0,0,0.0
20250829_LSR_PHUKET_MKLKLN_10,태국 항공권 호텔 에어텔 여행 리조트 숙소 날씨 패키지 허니문 직항,2,0,0.0,0,0.0
20250829_CS_HL_MKL_0006,진주만 애리조나기념관 이올라니궁전 하와이 패키지 아시아나항공 졸업여행,5,0,0.0,0,0.0
20250829_KTM__SWISS_DMK_0031,11월 관광 패키지 가격 직항 9박11일 비행시간,1,0,0.0,0,0.0
20250829_CS_SA3C_MKL_0020,중미 멕시코 쿠바 칸쿤 패키지 여행 메트로폴리타나대성당 소칼로광장,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0001,11월 호주 여행 패키지 가족 시드니 투어 6박7일,2,0,0.0,0,0.0
20250901_LSR_HANOI_DMKTF_0004,12월 하노이 패키지 여행 직항 3박5일 리조트 날씨,2,0,0.0,0,0.0
20250829_CS_SA4C_MLK_0006,남미일주 패키지 마추픽추 우유니소금사막 모레노빙하 아르헨티나 브라질 페루 여행일정,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_MMK_0018,코타키나발루 일정 패키지 항공권 날씨 동남아 해외,1,0,0.0,0,0.0
20250829_LDW_SAIPAN_DMK_0002,11월 사이판 여행 가족 항공권 PIC 리조트 패키지,1,0,0.0,0,0.0
20250829_LDW_GUAM_GMK_0015,부산출발 사이판 연휴 PIC 리조트 추석 괌 패키지 여행,3,0,0.0,0,0.0
20250829_LDW_GUAM_DMK_0040,11월 추석 여행 리조트 PIC,1,0,0.0,0,0.0
20250829_CS_NG_CMK_0005,캐나다 나이아가라 미동부 미국 패키지 인천출발 2026년 나이아가라파크 가족여행,1,0,0.0,0,0.0
20250902_LSR_TOKY_MRR_0003,도쿄 일본 패키지 디즈니랜드 리조트 항공권 직항 해외,1,0,0.0,0,0.0
20250901_LSR_NHATR_NMKTF_0018,11월 리조트 여행 동남아 일정 항공권 직항 베트남,2,0,0.0,0,0.0
20250902_LSR_OSAK_MMK_0016,오사카 항공권 직항 일본 여행 패키지 리조트 날씨 일정,1,0,0.0,0,0.0
20250901_LSR_BALI_MMK_0006,발리 동남아 패키지 직항 일정 인도네시아 리조트 해외,1,0,0.0,0,0.0
20250829_CS_SA4C_DMK_0007,남미여행 12일 일정 아르헨티나 브라질 볼리비아 페루 마추픽추 파타고니아 패키지 투어,1,0,0.0,0,0.0
20250829_LSR_PHUKET_MKLK_10,태국 해외 여행지 에어텔 날씨 패키지 직항 푸껫 리조트,1,0,0.0,0,0.0
20250829_CS_SA4C_ML_0015,남미여행 패키지 인천출발 아르헨티나 브라질 볼리비아 페루 마추픽추 항공권 경비 비용,1,1,100.0,53,53.0
20250829_CS_SA3C_GPT_0003,칸쿤 리비에라마야 올인클루시브 하바나올드카 멕시코 쿠바 여행,1,0,0.0,0,0.0
20250829_LDW_SAIPAN_MKL_0018,사이판 타포차우 패키지 리조트 새섬 항공권 그로토 가족,1,0,0.0,0,0.0
20250829_LDW_QZT_SNK_0020,퀸즈타운 여행 휴일 뉴질랜드 패키지 여름 하나투어,1,0,0.0,0,0.0
20250829_CS_VC_SNK_0014,동부 나이아가라 캐나다 토론토 미동부 몬트리올 인천출발 7박10일 패키지,1,0,0.0,0,0.0
20250829_CS_SA3C_SNK_0018,쿠바 멕시코 칸쿤 여행 인천출발 아시아나 대한항공,1,0,0.0,0,0.0
20250902_LSR_BEPP_MKLKSH_0001,벳부 항공권 리조트 에어텔 오사카 간사이공항 일본,1,0,0.0,0,0.0
20250829_CS_NG_GPT_0016,미국 나이아가라 캐나다 미동부 09월 패키지 여행코스 인천출발 6월 해외여행,1,0,0.0,0,0.0
20250829_KTM__ZHANG_MKL_0016,장가계 추석연휴 패키지 여행 원가계 항공권 중국,1,0,0.0,0,0.0
20250829_LSR_PHUKET_MKLKLN_15,태국 항공권 푸껫 요트 호텔 숙소 여행지 해외 에어텔 패키지 직항 패키지,1,0,0.0,0,0.0
20250902_LSR_TOKY_HMR_0003,하코네 패키지 직항 날씨 해외 아시노호 일본 항공권,1,0,0.0,0,0.0
20250829_CS_LV_GPT_0010,라스베이거스 벨라지오분수쇼 프리몬트스트리트 미라지화산쇼 여행,1,0,0.0,0,0.0
20250901_LSR_DANA_MKLKSH_0017,다낭 동남아 해외 여행 야경 일정 항공권 바나힐테마파크,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_CMK_0020,호주 가족 시드니 6박7일 패키지 투어 여행,1,0,0.0,0,0.0
20250901_LSR_PHUQU_NMKTF_0016,11월 동남아 패키지 날씨 푸꾸옥 일정 3박5일 항공권,1,0,0.0,0,0.0
20250829_LSR_BANGK_MMK_0002,방콕 패키지 해외 여행 항공권 태국 직항 추석연휴,1,0,0.0,0,0.0
20250829_CS_HL_SNK_0004,하와이 부모님효도 패키지 4인가족 인천출발 아시아나항공,1,0,0.0,0,0.0
20250902_LSR_OSAK_RAN_0010,일본여행 날씨 간사이공항 교토 직항 도톤보리 에어텔,1,0,0.0,0,0.0
20250902_LSR_BEPP_MKLKLO_0020,벳부 커플여행 일본 항공권 해외 에어텔 유후인 날씨 간사이공항 패키지,1,0,0.0,0,0.0
20250829_LSR_PHUKET_AMLP_05,푸껫 여행 직항 여행지 허니문 야시장 항공권 해외 마사지 리조트 에어텔,1,0,0.0,0,0.0
20250829_CS_LV_SNK_0019,패키지 라스베가스여행 모두투어 미주여행 미서부여행 대한항공 미국그랜드캐년,1,0,0.0,0,0.0
20250829_CS_HL_MKL_0020,진주만 선셋비치 알로하타워 하와이 패키지 아시아나항공 가족여행,5,0,0.0,0,0.0
20250901_LSR_KOTAKI_MMK_0001,코타키나발루 해외 여행 항공권 날씨 동남아 일정 리조트,1,0,0.0,0,0.0
20250902_LSR_BEPP_RAN_0009,일본여행 에어텔 벳부 항공권 온천 날씨 간사이공항,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_ML_0005,호주 노쇼핑 해변 가족 투어 일정 6박7일 홈쇼핑 골드코스트 시드니 6박7일 인천출발,1,0,0.0,0,0.0
20250901_LSR_DANA_MMK_0020,다낭 항공권 리조트 직항 베트남 패키지 동남아 날씨,1,0,0.0,0,0.0
20250902_LSR_TOKY_DMKRT_0013,12월 여행 항공권 패키지 날씨 디즈니랜드 리조트 도쿄,1,0,0.0,0,0.0
20250829_LSR_SINGAP_NMKTF_0014,11월 날씨 해외 싱가포르 여행 3박5일 항공권,1,0,0.0,0,0.0
20250902_LSR_OSAK_MMK_0018,오사카 날씨 항공권 직항 패키지 해외 여행 일본 리조트,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0019,하와이 패키지 와이키키 알로하타워 진주만 애리조나기념관 가족여행,4,0,0.0,0,0.0
20250902_LSR_VANGV_MKR_0013,방비엥 직항 라오스 남송강 블루라군 리조트 항공권 해외,1,0,0.0,0,0.0
20250902_LSR_BEPP_MKLKSH_0013,벳부 도쿄 에어텔 유후인 해외 오사카 항공권 패키지,1,0,0.0,0,0.0
20250902_LSR_OSAK_RAN_0006,일본여행 도톤보리 교토 날씨 인천출발 에어텔 항공권,1,0,0.0,0,0.0
20250829_KTM__SPAINPORTU_CMK_0008,스페인 포르투갈 패키지 여행 항공권 남유럽 일주,1,0,0.0,0,0.0
20250829_LDW_GUAM_DMK_0017,2025년 11월 추석 PIC 괌 리조트,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_MKLKSH_0013,코타키나발루 호핑투어 휴양 관광지 선셋 야경 날씨,1,0,0.0,0,0.0
20250902_LSR_OSAK_RAN_0008,일본여행 패키지 리조트 도톤보리 해외 간사이공항 직항,1,0,0.0,0,0.0
20250829_KTM__MAKAO_DMK_0013,11월 비행시간 마카오 직항 홍콩 2박3일 항공권 날씨,1,0,0.0,0,0.0
20250829_LDW_QZT_SNK_0003,퀸즈타운 뉴질랜드 하나투어 패키지 여름 휴일 여행,1,0,0.0,0,0.0
20250829_LDW_QZT_SNM_0013,뉴질랜드 패키지 패키지 퀸즈타운 하나투어 효도여행 명소,1,0,0.0,0,0.0
20250902_LSR_FUKYO_NMKRT_0006,11월 여행 후쿠오카 후쿠오카타워 일본여행 직항 오사카,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0044,1월 호주 가족 투어 시드니 패키지 여행 6박7일,1,0,0.0,0,0.0
20250901_LSR_PHUQU_MKLKLO_0001,푸꾸옥 야경 여행 휴양 동남아 에어텔 패키지 리조트 항공권 야시장,2,0,0.0,0,0.0
20250902_LSR_FUKYO_NMKRT_0010,11월 후쿠오카 날씨 직항 리조트 오사카 항공권,2,0,0.0,0,0.0
20250829_CS_SA3C_DMK_0007,중미 멕시코 쿠바 칸쿤 패키지 여행 인천출발 10일 마야문명,1,0,0.0,0,0.0
20250829_CS_SA3C_MKL_0013,중미 멕시코시티 쿠바 칸쿤 패키지 여행 리비에라마야 프란시스코광장,1,0,0.0,0,0.0
20250829_CS_NY_DMK_0017,뉴욕 패키지여행 10박12일 2026년 상반기 미국동부여행 국적기 대한항공 아시아나항공,1,0,0.0,0,0.0
20250829_CS_VC_ML_0019,밴쿠버여행패키지 캐나다여행 밴프여행 로키 나이아가라 효도여행 가족여행 패키지여행 인천출발,1,0,0.0,0,0.0
20250902_LSR_BEPP_MRFO_0006,일본여행 료칸 패키지 유후인 다케산 항공권 날씨 벳부,1,0,0.0,0,0.0
20250902_LSR_BEPP_NMKRT_0015,11월 유후인 일본여행 항공권 벳부 패키지 해외 리조트,1,0,0.0,0,0.0
20250829_KTM__ITALY_DMK_0013,11월 여행 비행시간 가격 이탈리아 관광 날씨 직항,1,0,0.0,0,0.0
20250829_LDW_QZT_GPT_0005,뉴질랜드 퀸즈타운 신혼여행 패키지 노팁 노옵션,1,0,0.0,0,0.0
20250902_LSR_OSAK_MKLKLO_0006,오사카 해외 항공권 날씨 패키지 일정 직항 에어텔 교토 나라 여행,1,0,0.0,0,0.0
20250829_LSR_SINGAP_ICSTMD_0016,인천출발 해외 항공권 싱가포르 여행 날씨 날짜,1,0,0.0,0,0.0
20250829_LSR_PHUKET_NMTFA_02,11월 날씨 3박 5일 태국 항공권 패키지 가을 리조트,1,0,0.0,0,0.0
20250829_LSR_SINGAP_MKLKLO_0007,싱가포르 추천 먹거리 파크 가족 체험 리조트 직항 허니문 해외 패키지,1,0,0.0,0,0.0
20250829_LDW_GUAM_ML_0005,괌 연휴 리조트 4박6일 홈쇼핑 대한항공 투어 여행 PIC 패키지 5박7일 사이판,1,0,0.0,0,0.0
20250902_LSR_BEPP_MRFO_0017,일본여행 패키지 날씨 다케산 료칸 항공권 직항 해외,1,0,0.0,0,0.0
20250829_KTM__MAKAO_DMK_0031,12월 홍콩 항공권 마카오 패키지 여행 관광 직항 날씨,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0003,하와이 인천출발 패키지 와이키키 다이아몬드헤드 진주만 효도여행,3,1,33.33333333333333,53,53.0
20250901_LSR_HANOI_MKLKSH_0007,하노이 호핑투어 직항 해외 하롱베이 여행 휴양 자유,1,0,0.0,0,0.0
20250901_LSR_DANA_MKLKSH_0013,다낭 직항 일정 동남아 불상 관광지 야경 바나힐테마파크,1,0,0.0,0,0.0
20250829_LDW_GUAM_MKL_0004,괌 추석 라떼스톤공원 여행 사이판 PIC 사랑의절벽,1,0,0.0,0,0.0
20250829_CS_SA4C_ML_0002,남미핵심일주 패키지 아르헨티나 브라질 볼리비아 페루 우유니소금사막 파타고니아 크루즈,1,0,0.0,0,0.0
20250901_LSR_DANA_MKLKLO_0018,다낭 항공권 미케비치 해외 불상 휴양 베트남 패키지 크루즈 마사지 전망대,1,0,0.0,0,0.0
20250829_LSR_SINGAP_MKLKLO_0020,싱가포르 비치 먹거리 항공권 여행 허니문 가족 관광지 버스 체험 파크,1,0,0.0,0,0.0
20250829_CS_VC_DMK_0016,밴쿠버 10월 8박 캐나다여행 패키지 국적기 대한항공 아시아나항공,2,0,0.0,0,0.0
20250829_KTM_FRANCE_ML_0003,프랑스 가볼만한곳 여행 향수공방체험 숙소 힐링 노르망디 파리 날씨 가을,1,0,0.0,0,0.0
20250829_LDW_GUAM_GMK_0020,부산출발 리조트 여행 추석 사이판 패키지 괌 PIC 연휴,3,0,0.0,0,0.0
20250829_LSR_PHUKET_MMK_08,푸껫 리조트 태국 항공권 해외 직항 날씨 여행 패키지,1,0,0.0,0,0.0
20250829_CS_NG_SNK_0011,캐나다 미국 미동부 나이아가라 09월 패키지 여행코스 인천출발 6월 가족여행,1,0,0.0,0,0.0
20250901_LSR_DANA_MMK_0003,다낭 여행 일정 베트남 항공권 동남아 날씨 패키지 직항,1,0,0.0,0,0.0
20250829_LSR_PHUKET_NMTFA_03,11월 태국 패키지 해외 날씨 푸껫 항공권 여행 가을,1,0,0.0,0,0.0
20250829_CS_SF_CMK_0017,미주여행 패키지 미국 샌프란시스코 라스베가스 직항 그랜드캐년 대한항공,1,0,0.0,0,0.0
20250829_LDW_GUAM_DMK_0043,12월 PIC 추석 여행 괌 패키지,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MKLKLO_0020,후쿠오카 교토 오사카 해외 교토 일본여행 날씨 패키지 온천 에어텔 여행,1,0,0.0,0,0.0
20250829_KTM_ZHANG_ML_0039,장가계 가을 힐링 5성급호텔 연휴 4박5일 아바타촬영지,1,0,0.0,0,0.0
20250829_CS_VC_CMK_0020,패키지 여행 캐나다 밴쿠버 로키산맥 국적기 대한항공 아시아나항공 직항,1,0,0.0,0,0.0
20250901_LSR_CEBU_MKRU_0007,세부 동남아 여행 산페드로요새 리조트 날씨 항공권 해외,1,0,0.0,0,0.0
20250902_LSR_OSAK_MKLKLO_0001,오사카 온천 간사이공항 직항 해외 여행 교토 패키지 리조트 일정 날씨,1,0,0.0,0,0.0
20250902_LSR_OSAK_MRR_0011,일본여행 항공권 날씨 도톤보리 패키지 해외,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_MKL_0008,호주 6박7일 포트스티븐스 오페라하우스 가족 투어 시드니 패키지,1,0,0.0,0,0.0
20250829_CS_SA3C_GPT_0011,칸쿤 멕시코시티 소칼로광장 쿠바 아바나 올드카 여행,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0030,12월 호주 시드니 패키지 6박7일 여행 투어 가족,1,0,0.0,0,0.0
20250829_CS_LV_OT_0007,대한항공 여행 돌비극장 8대캐년 그리피스천문대 로스엔젤레스 피셔맨스워프 직항 그렌드캐년 미,3,0,0.0,0,0.0
20250829_CS_VC_SNK_0016,캐나다 미동부 동부 토론토 나이아가라 몬트리올 7박10일 인천출발 패키지,1,0,0.0,0,0.0
20250901_LSR_PHUQU_DMKTF_0017,12월 여행 3박5일 해외 동남아 푸꾸옥 항공권 베트남,5,0,0.0,0,0.0
20250829_CS_HL_SNK_0009,하와이 비용 4인가족 패키지 인천출발 대한항공,1,1,100.0,53,53.0
20250829_CS_SF_MKL_0008,캘리포니아코스탈트레일 국립공원 코이트타워 샌프란시스코 패키지 아시아나항공,1,0,0.0,0,0.0
20250902_LSR_TOKY_DTMR_0009,12월도쿄여행 오와쿠다니 일본 항공권 리조트 날씨 일정,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0012,11월 호주 투어 시드니 가족 패키지 6박7일 여행,1,0,0.0,0,0.0
20250829_KTM_HONGKONG_ML_0015,홍콩 도심 커플 비행시간 패키지 직항 여행 가격 호텔 힐링 가족 관광,1,0,0.0,0,0.0
20250902_LSR_FUKYO_OMKRT_0001,10월 일본여행 후쿠오카 항공권 오사카 직항 리조트,1,0,0.0,0,0.0
20250901_LSR_NHATR_NMKTF_0007,11월 여행 항공권 날씨 리조트 동남아 3박5일 해외,1,0,0.0,0,0.0
20250829_CS_SA4C_MLK_0016,마추픽추 소금호수 우유니소금사막 파타고니아 토레스델파이네 아르헨티나 페루 투어,2,0,0.0,0,0.0
20250829_CS_SA4C_MLK_0007,남미핵심일주 마추픽추 파타고니아 토레스델파이네 소금호수 볼리비아 아르헨티나 브라질 투어,1,0,0.0,0,0.0
20250829_LSR_PHUKET_MMK_17,푸껫 리조트 태국 항공권 해외 직항 여행 패키지 날씨,1,0,0.0,0,0.0
20250829_LSR_BANGK_MKLT_0006,방콕 야경 추천 가족 해외 직항 요트 여행 아시아티크 마사지 선셋 항공권,1,0,0.0,0,0.0
20250829_LSR_BANGK_MOMW_0004,방콕 추석연휴 리조트 패키지 10월 날씨 3박5일 해외,1,0,0.0,0,0.0
20250829_LDW_GUAM_MKL_0001,괌 차모로빌리지 사이판 라떼스톤공원 패키지 추석,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0046,1월 호주 시드니 패키지 6박7일 여행 가족 투어,1,0,0.0,0,0.0
20250829_CS_SF_GPT_0010,샌프란시스코 요세미티국립공원 금문교 롬바드스트리트 여행,1,0,0.0,0,0.0
20250829_LSR_PHUKET_MMK_10,푸껫 여행 날씨 직항 리조트 패키지 해외 태국 항공권,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MKLKSH_0008,후쿠오카 날씨 패키지 간사이공항 일본여행 에어텔,1,0,0.0,0,0.0
20250901_LSR_HANOI_MKLKLO_0012,하노이 케이블카 동남아 야시장 야경 해외 날씨 직항 관광지 여행 하롱베이,1,0,0.0,0,0.0
20250902_LSR_TOKY_OTMR_0009,10월도쿄여행 항공권 직항 일정 에어텔 패키지 아시노호,1,0,0.0,0,0.0
20250901_LSR_PHUQU_NMKTF_0003,11월 동남아 날씨 항공권 패키지 베트남 푸꾸옥 직항,1,0,0.0,0,0.0
20250829_LSR_PHUKET_AMLP_03,푸껫 숙소 호핑투어 마사지 리조트 여행지 태국 디저트 쇼핑 항공권 해외,1,0,0.0,0,0.0
20250829_KTM__FRANCE_MKL_0006,프랑스 패키지 직항 항공권 비행시간 보르도와이너리 파리,1,0,0.0,0,0.0
20250902_LSR_TOKY_DTMR_0010,12월도쿄여행 직항 해외 일본 날씨 항공권 후지산,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0012,하와이 인천출발 패키지 와이키키 하나우마베이 선셋비치 우정여행,1,0,0.0,0,0.0
20250829_CS_NY_GPT_0005,뉴욕 엣지전망대 베슬 모마미술관 패키지 여행,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_CMK_0019,호주 가족 여행 투어 패키지 시드니 6박7일,1,0,0.0,0,0.0
20250829_CS_SF_MKL_0016,메세드 바이살리아 국립공원 샌프란시스코 패키지 아시아나항공,1,0,0.0,0,0.0
20250829_LSR_SINGAP_ICSTMD_0015,인천출발 항공권 날짜 해외 날씨 싱가포르 여행,1,0,0.0,0,0.0
20250829_CS_SA4C_GPT_0001,남미일주 페루 마추픽추 우유니소금사막 이과수폭포 아르헨티나 여행,1,0,0.0,0,0.0
20250901_LSR_DANA_MKRT_0015,다낭 직항 골든브릿지 날씨 패키지 여행 해외 레이디불다,2,1,50.0,53,53.0
20250829_CS_HL_MKL_0018,이올라니궁전 다이아몬드헤드 하나우마베이 하와이 아시아나항공 여행,1,0,0.0,0,0.0
20250829_KTM__SPAINPORTU_MKL_0013,스페인 포르투갈 항공권 패키지 여행 직항 바르셀로나,1,0,0.0,0,0.0
20250829_CS_SA4C_SNK_0007,대한항공 남미일주 패키지 아르헨티나 브라질 볼리비아 페루 마추픽추 모레노빙하 투어,1,0,0.0,0,0.0
20250901_LSR_BALI_DMKTF_0008,12월 리조트 패키지 인도네시아 동남아 3박5일 여행,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_ML_0013,호주 가족 패키지 호텔 6박7일 골드코스트 인천출발 노쇼핑 여행사 시드니 6박7일 여행,1,0,0.0,0,0.0
20250901_LSR_HANOI_MMK_0014,하노이 하롱베이 여행 베트남 동남아 패키지 날씨 해외,1,0,0.0,0,0.0
20250829_KTM__SPAINPORTU_MKL_0020,스페인 포르투갈 직항 리스본 바르셀로나 관광 패키지,1,0,0.0,0,0.0
